State,County,FIPS Code,Median Price,1-Unit Limit (Single Unit),2-Unit Limit (Duplex),3-Unit Limit (Triplex),4-Unit Limit (4-plex),Year
California,Los Angeles,6037,"$895,000.00 ","$498,257.00 ","$637,950.00 ","$771,125.00 ","$958,350.00 ",                                               2025 
